OBJECTID,ROW_TYPE,GEOGRAPHY,GEOGRAPHY_ID,CALENDAR_YEAR,CALENDAR_MONTH,OFFENSE_DESCRIPTION,OFFENSE_COUNT
14614,Neighborhood Profile Area,157,157,2021,12,Aggravated Assault-Gun,1
14615,Neighborhood Profile Area,37,37,2016,09,Armed Robbery,1
14616,Neighborhood Profile Area,140,140,2015,12,Armed Robbery,1
14617,Neighborhood Profile Area,229,229,2021,07,Aggravated Assault-Gun,1
14618,Neighborhood Profile Area,114,114,2017,04,Armed Robbery,1
14619,Neighborhood Profile Area,385,385,2015,12,Strong Arm Robbery,1
14620,Neighborhood Profile Area,95,95,2016,08,Aggravated Assault-Gun,1
14621,Neighborhood Profile Area,64,64,2019,07,Aggravated Assault-Gun,1
14622,Neighborhood Profile Area,164,164,2019,06,Strong Arm Robbery,1
14623,Neighborhood Profile Area,300,300,2016,02,Aggravated Assault-Gun,1
14624,Neighborhood Profile Area,114,114,2018,09,Armed Robbery,1
14625,Neighborhood Profile Area,152,152,2017,04,Aggravated Assault-Gun,2
14626,Neighborhood Profile Area,88,88,2016,07,Armed Robbery,1
14627,Neighborhood Profile Area,64,64,2015,08,Armed Robbery,1
14628,Neighborhood Profile Area,316,316,2021,11,Armed Robbery,1
14629,Neighborhood Profile Area,382,382,2016,11,Armed Robbery,1
14630,Neighborhood Profile Area,102,102,2017,03,Aggravated Assault-Gun,1
14631,Neighborhood Profile Area,237,237,2021,06,Aggravated Assault-Gun,1
14632,Neighborhood Profile Area,71,71,2017,01,Armed Robbery,1
14633,Neighborhood Profile Area,304,304,2017,02,Aggravated Assault-Gun,1
14634,Neighborhood Profile Area,167,167,2015,12,Aggravated Assault-Knife,1
14635,Neighborhood Profile Area,315,315,2015,09,Aggravated Assault-Gun,1
14636,Neighborhood Profile Area,71,71,2021,06,Aggravated Assault-Knife,1
14637,Neighborhood Profile Area,163,163,2020,10,Armed Robbery,1
14638,Neighborhood Profile Area,190,190,2019,09,Armed Robbery,1
14639,Neighborhood Profile Area,320,320,2015,10,Strong Arm Robbery,1
14640,Neighborhood Profile Area,19,19,2016,04,Strong Arm Robbery,1
14641,Neighborhood Profile Area,45,45,2018,10,Armed Robbery,1
14642,Neighborhood Profile Area,71,71,2020,06,Aggravated Assault-Gun,2
14643,Neighborhood Profile Area,167,167,2021,03,Aggravated Assault-Gun,7
14644,Neighborhood Profile Area,333,333,2016,10,Armed Robbery,1
14645,Neighborhood Profile Area,247,247,2016,05,Aggravated Assault-Gun,1
14646,Neighborhood Profile Area,370,370,2017,05,Armed Robbery,1
14647,Neighborhood Profile Area,362,362,2021,09,Homicide,1
14648,Neighborhood Profile Area,333,333,2015,11,Rape,1
14649,Neighborhood Profile Area,64,64,2021,09,Aggravated Assault-Other Weapon,1
14650,Neighborhood Profile Area,125,125,2021,08,Aggravated Assault-Other Weapon,1
14651,Neighborhood Profile Area,388,388,2020,08,Rape,1
14652,Neighborhood Profile Area,52,52,2017,07,Homicide,1
14653,Neighborhood Profile Area,5,5,2016,08,Aggravated Assault-Knife,1
14654,Neighborhood Profile Area,147,147,2016,05,Aggravated Assault-Gun,1
14655,Neighborhood Profile Area,121,121,2016,07,Rape,1
14656,Neighborhood Profile Area,21,21,2017,08,Armed Robbery,1
14657,Neighborhood Profile Area,181,181,2016,07,Strong Arm Robbery,1
14658,Neighborhood Profile Area,48,48,2020,10,Aggravated Assault-Gun,2
14659,Neighborhood Profile Area,156,156,2015,09,"Aggravated Assault-Fists,Feet, etc.",1
14660,Neighborhood Profile Area,26,26,2018,01,Armed Robbery,1
14661,Neighborhood Profile Area,84,84,2021,07,Aggravated Assault-Gun,1
14662,Neighborhood Profile Area,348,348,2022,03,Aggravated Assault-Gun,1
14663,Neighborhood Profile Area,100,100,2018,05,Armed Robbery,1
14664,Neighborhood Profile Area,227,227,2017,12,Armed Robbery,1
14665,Neighborhood Profile Area,366,366,2021,04,Strong Arm Robbery,1
14666,Neighborhood Profile Area,156,156,2018,02,Aggravated Assault-Gun,1
14667,Neighborhood Profile Area,289,289,2019,05,Aggravated Assault-Other Weapon,2
14668,Neighborhood Profile Area,289,289,2019,10,Armed Robbery,1
14669,Neighborhood Profile Area,164,164,2016,05,Aggravated Assault-Knife,3
14670,Neighborhood Profile Area,389,389,2015,03,Strong Arm Robbery,2
14671,Neighborhood Profile Area,317,317,2020,12,Aggravated Assault-Gun,9
14672,Neighborhood Profile Area,317,317,2021,01,Aggravated Assault-Gun,3
14673,Neighborhood Profile Area,119,119,2022,03,Armed Robbery,1
14674,Neighborhood Profile Area,96,96,2016,12,Strong Arm Robbery,1
14675,Neighborhood Profile Area,96,96,2018,02,Strong Arm Robbery,1
14676,Neighborhood Profile Area,96,96,2018,05,Aggravated Assault-Knife,1
14677,Neighborhood Profile Area,96,96,2021,04,Aggravated Assault-Gun,3
14678,Neighborhood Profile Area,173,173,2017,07,Aggravated Assault-Gun,3
14679,Neighborhood Profile Area,307,307,2022,01,Aggravated Assault-Gun,2
14680,Neighborhood Profile Area,387,387,2015,01,Rape,2
14681,Neighborhood Profile Area,387,387,2020,04,Aggravated Assault-Knife,1
14682,Neighborhood Profile Area,387,387,2021,06,Strong Arm Robbery,1
14683,Neighborhood Profile Area,53,53,2015,03,Strong Arm Robbery,1
14684,Neighborhood Profile Area,53,53,2016,02,Aggravated Assault-Other Weapon,1
14685,Neighborhood Profile Area,53,53,2019,04,Strong Arm Robbery,3
14686,Neighborhood Profile Area,124,124,2019,05,Armed Robbery,4
14687,Neighborhood Profile Area,385,385,2015,08,Aggravated Assault-Knife,2
14688,Neighborhood Profile Area,385,385,2019,11,Armed Robbery,1
14689,Neighborhood Profile Area,385,385,2020,04,Aggravated Assault-Knife,2
14690,Neighborhood Profile Area,79,79,2020,11,"Aggravated Assault-Fists,Feet, etc.",1
14691,Neighborhood Profile Area,53,53,2017,12,Aggravated Assault-Gun,1
14692,Neighborhood Profile Area,124,124,2015,05,Strong Arm Robbery,1
14693,Neighborhood Profile Area,124,124,2015,03,Aggravated Assault-Knife,2
14694,Neighborhood Profile Area,124,124,2017,07,Aggravated Assault-Other Weapon,2
14695,Neighborhood Profile Area,362,362,2015,02,Armed Robbery,1
14696,Neighborhood Profile Area,79,79,2017,06,Strong Arm Robbery,2
14697,Neighborhood Profile Area,79,79,2017,09,Strong Arm Robbery,1
14698,Neighborhood Profile Area,79,79,2019,04,Strong Arm Robbery,1
14699,Neighborhood Profile Area,79,79,2020,11,Armed Robbery,2
14700,Neighborhood Profile Area,116,116,2017,02,Armed Robbery,1
14701,Neighborhood Profile Area,116,116,2020,10,Armed Robbery,4
14702,Neighborhood Profile Area,116,116,2020,09,Strong Arm Robbery,1
14703,Neighborhood Profile Area,116,116,2021,04,Aggravated Assault-Gun,2
14704,Neighborhood Profile Area,79,79,2017,04,Armed Robbery,5
14705,Neighborhood Profile Area,142,142,2016,05,Strong Arm Robbery,1
14706,Neighborhood Profile Area,142,142,2018,01,Strong Arm Robbery,1
14707,Neighborhood Profile Area,196,196,2021,06,Aggravated Assault-Gun,2
14708,Neighborhood Profile Area,70,70,2015,09,Aggravated Assault-Other Weapon,1
14709,Neighborhood Profile Area,70,70,2016,03,Aggravated Assault-Gun,4
14710,Neighborhood Profile Area,70,70,2021,01,Armed Robbery,1
14711,Neighborhood Profile Area,303,303,2019,11,Aggravated Assault-Gun,1
14712,Neighborhood Profile Area,3,3,2018,05,Aggravated Assault-Knife,1
14713,Neighborhood Profile Area,3,3,2019,05,Aggravated Assault-Knife,2
14714,Neighborhood Profile Area,382,382,2015,08,Aggravated Assault-Knife,1
14715,Neighborhood Profile Area,382,382,2017,03,Armed Robbery,1
14716,Neighborhood Profile Area,382,382,2020,06,Aggravated Assault-Knife,2
14717,Neighborhood Profile Area,123,123,2015,10,Homicide,1
14718,Neighborhood Profile Area,123,123,2021,07,Aggravated Assault-Gun,1
14719,Neighborhood Profile Area,233,233,2015,07,Strong Arm Robbery,1
14720,Neighborhood Profile Area,125,125,2022,02,Aggravated Assault-Other Weapon,1
14721,Neighborhood Profile Area,8,8,2021,08,Aggravated Assault-Knife,1
14722,Neighborhood Profile Area,157,157,2017,08,Rape,2
14723,Neighborhood Profile Area,157,157,2018,05,Aggravated Assault-Knife,3
14724,Neighborhood Profile Area,237,237,2020,12,Armed Robbery,2
14725,Neighborhood Profile Area,157,157,2015,07,Strong Arm Robbery,1
14726,Neighborhood Profile Area,370,370,2015,06,Aggravated Assault-Gun,8
14727,Neighborhood Profile Area,21,21,2021,09,Rape,1
14728,Neighborhood Profile Area,171,171,2020,08,Armed Robbery,1
14729,Neighborhood Profile Area,171,171,2020,12,Strong Arm Robbery,1
14730,Neighborhood Profile Area,315,315,2016,11,Aggravated Assault-Gun,1
14731,Neighborhood Profile Area,204,204,2015,10,Strong Arm Robbery,1
14732,Neighborhood Profile Area,157,157,2018,01,Aggravated Assault-Knife,2
14733,Neighborhood Profile Area,366,366,2016,06,Strong Arm Robbery,1
14734,Neighborhood Profile Area,366,366,2015,11,Aggravated Assault-Other Weapon,1
14735,Neighborhood Profile Area,10,10,2019,07,Aggravated Assault-Gun,2
14736,Neighborhood Profile Area,291,291,2017,04,Aggravated Assault-Knife,2
14737,Neighborhood Profile Area,371,371,2018,03,Aggravated Assault-Other Weapon,5
14738,Neighborhood Profile Area,371,371,2020,07,Aggravated Assault-Other Weapon,1
14739,Neighborhood Profile Area,314,314,2017,12,Aggravated Assault-Knife,2
14740,Neighborhood Profile Area,328,328,2015,02,Strong Arm Robbery,2
14741,Neighborhood Profile Area,328,328,2015,11,Strong Arm Robbery,1
14742,Neighborhood Profile Area,328,328,2016,07,Armed Robbery,3
14743,Neighborhood Profile Area,328,328,2017,02,Strong Arm Robbery,4
14744,Neighborhood Profile Area,291,291,2017,12,Aggravated Assault-Gun,3
14745,Neighborhood Profile Area,291,291,2019,09,Aggravated Assault-Knife,1
14746,Neighborhood Profile Area,291,291,2020,11,Aggravated Assault-Gun,11
14747,Neighborhood Profile Area,291,291,2020,05,Aggravated Assault-Gun,1
14748,Neighborhood Profile Area,371,371,2017,11,Rape,1
14749,Neighborhood Profile Area,371,371,2021,11,Rape,1
14750,Neighborhood Profile Area,17,17,2019,08,Rape,1
14751,Neighborhood Profile Area,371,371,2021,10,Aggravated Assault-Gun,9
14752,Neighborhood Profile Area,352,352,2021,08,Rape,1
14753,Neighborhood Profile Area,234,234,2015,07,Armed Robbery,3
14754,Neighborhood Profile Area,234,234,2016,01,Aggravated Assault-Gun,2
14755,Neighborhood Profile Area,234,234,2019,03,Strong Arm Robbery,2
14756,Neighborhood Profile Area,234,234,2019,04,Armed Robbery,1
14757,Neighborhood Profile Area,223,223,2015,10,Homicide,2
14758,Neighborhood Profile Area,331,331,2015,01,Aggravated Assault-Gun,51
14759,Neighborhood Profile Area,57,57,2021,08,Aggravated Assault-Knife,2
14760,Neighborhood Profile Area,219,219,2018,06,Rape,1
14761,Neighborhood Profile Area,219,219,2019,03,Rape,1
14762,Neighborhood Profile Area,219,219,2021,02,Aggravated Assault-Gun,1
14763,Neighborhood Profile Area,371,371,2019,08,Aggravated Assault-Gun,6
14764,Neighborhood Profile Area,371,371,2020,03,Aggravated Assault-Gun,6
14765,Neighborhood Profile Area,40,40,2019,03,Rape,1
14766,Neighborhood Profile Area,40,40,2018,08,Armed Robbery,3
14767,Neighborhood Profile Area,90,90,2015,08,Armed Robbery,1
14768,Neighborhood Profile Area,327,327,2021,11,Aggravated Assault-Gun,5
14769,Neighborhood Profile Area,64,64,2018,03,Aggravated Assault-Gun,3
14770,Neighborhood Profile Area,50,50,2018,03,Armed Robbery,1
14771,Neighborhood Profile Area,64,64,2020,02,Strong Arm Robbery,1
14772,Neighborhood Profile Area,65,65,2021,01,Armed Robbery,1
14773,Neighborhood Profile Area,316,316,2018,07,Armed Robbery,4
14774,Neighborhood Profile Area,323,323,2021,11,Armed Robbery,1
14775,Neighborhood Profile Area,64,64,2020,06,Aggravated Assault-Gun,9
14776,Neighborhood Profile Area,59,59,2018,07,Rape,1
14777,Neighborhood Profile Area,96,96,2020,06,Aggravated Assault-Knife,1
14778,Neighborhood Profile Area,96,96,2020,12,Armed Robbery,3
14779,Neighborhood Profile Area,323,323,2017,08,Strong Arm Robbery,1
14780,Neighborhood Profile Area,229,229,2019,02,Aggravated Assault-Knife,1
14781,Neighborhood Profile Area,68,68,2020,10,Strong Arm Robbery,1
14782,Neighborhood Profile Area,174,174,2021,10,Armed Robbery,1
14783,Neighborhood Profile Area,174,174,2021,09,Attempted Rape,1
14784,Neighborhood Profile Area,109,109,2018,09,Strong Arm Robbery,1
14785,Neighborhood Profile Area,307,307,2017,10,Aggravated Assault-Knife,2
14786,Neighborhood Profile Area,307,307,2021,05,Homicide,1
14787,Neighborhood Profile Area,140,140,2015,04,Armed Robbery,2
14788,Neighborhood Profile Area,116,116,2018,06,Aggravated Assault-Other Weapon,1
14789,Neighborhood Profile Area,116,116,2019,03,Armed Robbery,1
14790,Neighborhood Profile Area,53,53,2015,03,Aggravated Assault-Other Weapon,1
14791,Neighborhood Profile Area,53,53,2016,11,Armed Robbery,3
14792,Neighborhood Profile Area,53,53,2017,01,Armed Robbery,2
14793,Neighborhood Profile Area,53,53,2020,09,Aggravated Assault-Gun,5
14794,Neighborhood Profile Area,53,53,2021,02,Rape,1
14795,Neighborhood Profile Area,53,53,2021,03,Strong Arm Robbery,2
14796,Neighborhood Profile Area,53,53,2021,07,Aggravated Assault-Other Weapon,2
14797,Neighborhood Profile Area,53,53,2021,10,Armed Robbery,3
14798,Neighborhood Profile Area,94,94,2015,06,Strong Arm Robbery,1
14799,Neighborhood Profile Area,94,94,2020,03,Aggravated Assault-Other Weapon,1
14800,Neighborhood Profile Area,94,94,2021,11,Aggravated Assault-Knife,1
14801,Neighborhood Profile Area,212,212,2016,06,Aggravated Assault-Gun,4
14802,Neighborhood Profile Area,212,212,2017,04,Armed Robbery,1
14803,Neighborhood Profile Area,212,212,2019,12,Armed Robbery,1
14804,Neighborhood Profile Area,79,79,2018,03,Armed Robbery,2
14805,Neighborhood Profile Area,79,79,2019,07,Armed Robbery,7
14806,Neighborhood Profile Area,124,124,2018,12,Armed Robbery,2
14807,Neighborhood Profile Area,124,124,2020,11,Armed Robbery,3
14808,Neighborhood Profile Area,124,124,2021,11,Aggravated Assault-Gun,7
14809,Neighborhood Profile Area,185,185,2015,11,Armed Robbery,2
14810,Neighborhood Profile Area,185,185,2020,10,Armed Robbery,2
14811,Neighborhood Profile Area,12,12,2018,05,Armed Robbery,1
14812,Neighborhood Profile Area,12,12,2020,08,Aggravated Assault-Gun,3
14813,Neighborhood Profile Area,12,12,2021,10,Aggravated Assault-Gun,6
14814,Neighborhood Profile Area,12,12,2015,09,Aggravated Assault-Knife,1
14815,Neighborhood Profile Area,74,74,2020,03,Strong Arm Robbery,2
14816,Neighborhood Profile Area,302,302,2020,01,Armed Robbery,2
14817,Neighborhood Profile Area,326,326,2019,10,Aggravated Assault-Gun,6
14818,Neighborhood Profile Area,6,6,2019,06,Aggravated Assault-Other Weapon,1
14819,Neighborhood Profile Area,3,3,2017,09,Strong Arm Robbery,1
14820,Neighborhood Profile Area,3,3,2019,08,Armed Robbery,2
14821,Neighborhood Profile Area,386,386,2019,12,Armed Robbery,1
14822,Neighborhood Profile Area,160,160,2021,10,Homicide,1
14823,Neighborhood Profile Area,204,204,2016,08,Armed Robbery,2
14824,Neighborhood Profile Area,138,138,2015,01,Aggravated Assault-Gun,1
14825,Neighborhood Profile Area,138,138,2018,05,Armed Robbery,1
14826,Neighborhood Profile Area,138,138,2018,06,Strong Arm Robbery,1
14827,Neighborhood Profile Area,386,386,2019,11,Aggravated Assault-Gun,3
14828,Neighborhood Profile Area,56,56,2016,08,Strong Arm Robbery,1
14829,Neighborhood Profile Area,314,314,2020,08,Armed Robbery,4
14830,Neighborhood Profile Area,99,99,2021,11,Aggravated Assault-Knife,2
14831,Neighborhood Profile Area,328,328,2021,03,Rape,2
14832,Neighborhood Profile Area,56,56,2018,12,Strong Arm Robbery,1
14833,Neighborhood Profile Area,240,240,2016,03,Armed Robbery,1
14834,Neighborhood Profile Area,66,66,2021,09,Armed Robbery,3
14835,Neighborhood Profile Area,66,66,2015,08,Strong Arm Robbery,2
14836,Neighborhood Profile Area,66,66,2018,12,Strong Arm Robbery,1
14837,Neighborhood Profile Area,66,66,2022,02,Armed Robbery,1
14838,Neighborhood Profile Area,310,310,2017,11,Armed Robbery,1
14839,Neighborhood Profile Area,186,186,2020,11,Aggravated Assault-Gun,2
14840,Neighborhood Profile Area,186,186,2021,03,Armed Robbery,1
14841,Neighborhood Profile Area,342,342,2018,03,Strong Arm Robbery,1
14842,Neighborhood Profile Area,342,342,2018,05,Aggravated Assault-Knife,1
14843,Neighborhood Profile Area,342,342,2018,06,Strong Arm Robbery,2
14844,Neighborhood Profile Area,342,342,2018,11,Armed Robbery,2
14845,Neighborhood Profile Area,342,342,2019,07,Armed Robbery,2
14846,Neighborhood Profile Area,342,342,2021,09,Aggravated Assault-Gun,1
14847,Neighborhood Profile Area,342,342,2021,08,Strong Arm Robbery,1
14848,Neighborhood Profile Area,160,160,2020,06,Armed Robbery,2
14849,Neighborhood Profile Area,316,316,2015,10,Armed Robbery,2
14850,Neighborhood Profile Area,146,146,2020,07,Aggravated Assault-Knife,1
14851,Neighborhood Profile Area,341,341,2016,04,Rape,1
14852,Neighborhood Profile Area,341,341,2018,04,Aggravated Assault-Gun,2
14853,Neighborhood Profile Area,341,341,2018,08,Rape,2
14854,Neighborhood Profile Area,341,341,2021,03,Aggravated Assault-Other Weapon,1
14855,Neighborhood Profile Area,341,341,2019,08,Rape,1
14856,Neighborhood Profile Area,12,12,2019,11,Aggravated Assault-Gun,5
14857,Neighborhood Profile Area,292,292,2017,04,Aggravated Assault-Gun,1
14858,Neighborhood Profile Area,157,157,2016,08,Armed Robbery,2
14859,Neighborhood Profile Area,157,157,2017,10,Aggravated Assault-Knife,3
14860,Neighborhood Profile Area,157,157,2019,12,Strong Arm Robbery,1
14861,Neighborhood Profile Area,157,157,2019,12,Aggravated Assault-Other Weapon,1
14862,Neighborhood Profile Area,157,157,2021,11,Homicide,1
14863,Neighborhood Profile Area,53,53,2016,12,Armed Robbery,2
14864,Neighborhood Profile Area,363,363,2016,09,Aggravated Assault-Other Weapon,2
14865,Neighborhood Profile Area,311,311,2020,05,Aggravated Assault-Gun,2
14866,Neighborhood Profile Area,109,109,2020,01,Attempted Rape,1
14867,Neighborhood Profile Area,100,100,2015,02,Aggravated Assault-Gun,10
14868,Neighborhood Profile Area,100,100,2018,10,Aggravated Assault-Gun,1
14869,Neighborhood Profile Area,100,100,2019,12,Aggravated Assault-Other Weapon,1
14870,Neighborhood Profile Area,336,336,2019,11,Armed Robbery,2
14871,Neighborhood Profile Area,37,37,2020,12,Aggravated Assault-Gun,4
14872,Neighborhood Profile Area,186,186,2020,05,Strong Arm Robbery,1
14873,Neighborhood Profile Area,60,60,2021,06,Aggravated Assault-Other Weapon,2
14874,Neighborhood Profile Area,247,247,2019,08,Aggravated Assault-Gun,10
14875,Neighborhood Profile Area,254,254,2022,03,Aggravated Assault-Gun,1
14876,Neighborhood Profile Area,25,25,2018,12,Aggravated Assault-Knife,1
14877,Neighborhood Profile Area,328,328,2017,02,Homicide,1
14878,Neighborhood Profile Area,328,328,2020,09,Armed Robbery,2
14879,Neighborhood Profile Area,342,342,2015,08,Strong Arm Robbery,1
14880,Neighborhood Profile Area,249,249,2018,12,Armed Robbery,2
14881,Neighborhood Profile Area,59,59,2018,12,Armed Robbery,1
14882,Neighborhood Profile Area,59,59,2019,04,Aggravated Assault-Other Weapon,3
14883,Neighborhood Profile Area,59,59,2019,10,Aggravated Assault-Knife,1
14884,Neighborhood Profile Area,168,168,2018,04,Aggravated Assault-Other Weapon,3
14885,Neighborhood Profile Area,363,363,2019,09,Aggravated Assault-Gun,13
14886,Neighborhood Profile Area,328,328,2016,01,Aggravated Assault-Other Weapon,2
14887,Neighborhood Profile Area,328,328,2018,06,Aggravated Assault-Other Weapon,2
14888,Neighborhood Profile Area,328,328,2022,03,Armed Robbery,1
14889,Neighborhood Profile Area,5,5,2016,06,Aggravated Assault-Gun,2
14890,Neighborhood Profile Area,154,154,2020,12,Strong Arm Robbery,1
